,id,date,city,store_localisation_x,store_localisation_y,product,quantity,event_ID,is_event,min_people,max_people,store_id
44,45,01.04.2024,Krakow,50.059562,19.944928,sweets,376,-1,-1.0,-1.0,-1.0,3
45,46,01.04.2024,Krakow,50.059562,19.944928,meat,60,-1,-1.0,-1.0,-1.0,3
46,47,01.04.2024,Krakow,50.059562,19.944928,cleaning_products,194,-1,-1.0,-1.0,-1.0,3
47,48,01.04.2024,Krakow,50.059562,19.944928,vegetables,496,-1,-1.0,-1.0,-1.0,3
48,49,01.04.2024,Krakow,50.059562,19.944928,fruits,302,-1,-1.0,-1.0,-1.0,3
49,50,01.04.2024,Krakow,50.059562,19.944928,chips,182,-1,-1.0,-1.0,-1.0,3
50,51,01.04.2024,Krakow,50.059562,19.944928,ice_cream,214,-1,-1.0,-1.0,-1.0,3
51,52,01.04.2024,Krakow,50.059562,19.944928,alcohol,136,-1,-1.0,-1.0,-1.0,3
52,53,01.04.2024,Krakow,50.052401,19.928392,beer,157,-1,-1.0,-1.0,-1.0,4
53,54,01.04.2024,Krakow,50.052401,19.928392,bread/bakery,467,-1,-1.0,-1.0,-1.0,4
54,55,01.04.2024,Krakow,50.052401,19.928392,beverages,423,-1,-1.0,-1.0,-1.0,4
55,56,01.04.2024,Krakow,50.052401,19.928392,dairy,37,-1,-1.0,-1.0,-1.0,4
56,57,01.04.2024,Krakow,50.052401,19.928392,eggs,56,-1,-1.0,-1.0,-1.0,4
57,58,01.04.2024,Krakow,50.052401,19.928392,sweets,263,-1,-1.0,-1.0,-1.0,4
58,59,01.04.2024,Krakow,50.052401,19.928392,meat,45,-1,-1.0,-1.0,-1.0,4
59,60,01.04.2024,Krakow,50.052401,19.928392,cleaning_products,286,-1,-1.0,-1.0,-1.0,4
60,61,01.04.2024,Krakow,50.052401,19.928392,vegetables,406,-1,-1.0,-1.0,-1.0,4
61,62,01.04.2024,Krakow,50.052401,19.928392,fruits,339,-1,-1.0,-1.0,-1.0,4
62,63,01.04.2024,Krakow,50.052401,19.928392,chips,113,-1,-1.0,-1.0,-1.0,4
63,64,01.04.2024,Krakow,50.052401,19.928392,ice_cream,183,-1,-1.0,-1.0,-1.0,4
64,65,01.04.2024,Krakow,50.052401,19.928392,alcohol,89,-1,-1.0,-1.0,-1.0,4
65,66,01.04.2024,Krakow,50.06534876399249,19.93232669200492,beer,111,-1,-1.0,-1.0,-1.0,5
66,67,01.04.2024,Krakow,50.06534876399249,19.93232669200492,bread/bakery,246,-1,-1.0,-1.0,-1.0,5
67,68,01.04.2024,Krakow,50.06534876399249,19.93232669200492,beverages,400,-1,-1.0,-1.0,-1.0,5
68,69,01.04.2024,Krakow,50.06534876399249,19.93232669200492,dairy,58,-1,-1.0,-1.0,-1.0,5
69,70,01.04.2024,Krakow,50.06534876399249,19.93232669200492,eggs,52,-1,-1.0,-1.0,-1.0,5
70,71,01.04.2024,Krakow,50.06534876399249,19.93232669200492,sweets,250,-1,-1.0,-1.0,-1.0,5
71,72,01.04.2024,Krakow,50.06534876399249,19.93232669200492,meat,26,-1,-1.0,-1.0,-1.0,5
72,73,01.04.2024,Krakow,50.06534876399249,19.93232669200492,cleaning_products,157,-1,-1.0,-1.0,-1.0,5
73,74,01.04.2024,Krakow,50.06534876399249,19.93232669200492,vegetables,470,-1,-1.0,-1.0,-1.0,5
74,75,01.04.2024,Krakow,50.06534876399249,19.93232669200492,fruits,209,-1,-1.0,-1.0,-1.0,5
75,76,01.04.2024,Krakow,50.06534876399249,19.93232669200492,chips,102,-1,-1.0,-1.0,-1.0,5
76,77,01.04.2024,Krakow,50.06534876399249,19.93232669200492,ice_cream,221,-1,-1.0,-1.0,-1.0,5
77,78,01.04.2024,Krakow,50.06534876399249,19.93232669200492,alcohol,136,-1,-1.0,-1.0,-1.0,5
78,79,01.04.2024,Krakow,50.06117699958193,19.931546069349587,beer,200,-1,-1.0,-1.0,-1.0,6
79,80,01.04.2024,Krakow,50.06117699958193,19.931546069349587,bread/bakery,430,-1,-1.0,-1.0,-1.0,6
80,81,01.04.2024,Krakow,50.06117699958193,19.931546069349587,beverages,373,-1,-1.0,-1.0,-1.0,6
81,82,01.04.2024,Krakow,50.06117699958193,19.931546069349587,dairy,45,-1,-1.0,-1.0,-1.0,6
82,83,01.04.2024,Krakow,50.06117699958193,19.931546069349587,eggs,70,-1,-1.0,-1.0,-1.0,6
83,84,01.04.2024,Krakow,50.06117699958193,19.931546069349587,sweets,341,-1,-1.0,-1.0,-1.0,6
84,85,01.04.2024,Krakow,50.06117699958193,19.931546069349587,meat,33,-1,-1.0,-1.0,-1.0,6
85,86,01.04.2024,Krakow,50.06117699958193,19.931546069349587,cleaning_products,298,-1,-1.0,-1.0,-1.0,6
86,87,01.04.2024,Krakow,50.06117699958193,19.931546069349587,vegetables,303,-1,-1.0,-1.0,-1.0,6
87,88,01.04.2024,Krakow,50.06117699958193,19.931546069349587,fruits,352,-1,-1.0,-1.0,-1.0,6
88,89,01.04.2024,Krakow,50.06117699958193,19.931546069349587,chips,110,-1,-1.0,-1.0,-1.0,6
89,90,01.04.2024,Krakow,50.06117699958193,19.931546069349587,ice_cream,231,-1,-1.0,-1.0,-1.0,6
90,91,01.04.2024,Krakow,50.06117699958193,19.931546069349587,alcohol,71,-1,-1.0,-1.0,-1.0,6
91,92,01.04.2024,Krakow,50.07869044246752,19.948764088021026,beer,166,-1,-1.0,-1.0,-1.0,7
92,93,01.04.2024,Krakow,50.07869044246752,19.948764088021026,bread/bakery,299,-1,-1.0,-1.0,-1.0,7
93,94,01.04.2024,Krakow,50.07869044246752,19.948764088021026,beverages,315,-1,-1.0,-1.0,-1.0,7
94,95,01.04.2024,Krakow,50.07869044246752,19.948764088021026,dairy,37,-1,-1.0,-1.0,-1.0,7
95,96,01.04.2024,Krakow,50.07869044246752,19.948764088021026,eggs,51,-1,-1.0,-1.0,-1.0,7
96,97,01.04.2024,Krakow,50.07869044246752,19.948764088021026,sweets,230,-1,-1.0,-1.0,-1.0,7
97,98,01.04.2024,Krakow,50.07869044246752,19.948764088021026,meat,44,-1,-1.0,-1.0,-1.0,7
98,99,01.04.2024,Krakow,50.07869044246752,19.948764088021026,cleaning_products,257,-1,-1.0,-1.0,-1.0,7
99,100,01.04.2024,Krakow,50.07869044246752,19.948764088021026,vegetables,442,-1,-1.0,-1.0,-1.0,7
100,101,01.04.2024,Krakow,50.07869044246752,19.948764088021026,fruits,322,-1,-1.0,-1.0,-1.0,7
101,102,01.04.2024,Krakow,50.07869044246752,19.948764088021026,chips,141,-1,-1.0,-1.0,-1.0,7
102,103,01.04.2024,Krakow,50.07869044246752,19.948764088021026,ice_cream,220,-1,-1.0,-1.0,-1.0,7
103,104,01.04.2024,Krakow,50.07869044246752,19.948764088021026,alcohol,89,-1,-1.0,-1.0,-1.0,7
104,105,01.04.2024,Krakow,50.08411987028445,19.998484911387347,beer,131,-1,-1.0,-1.0,-1.0,8
105,106,01.04.2024,Krakow,50.08411987028445,19.998484911387347,bread/bakery,479,-1,-1.0,-1.0,-1.0,8
106,107,01.04.2024,Krakow,50.08411987028445,19.998484911387347,beverages,377,-1,-1.0,-1.0,-1.0,8
107,108,01.04.2024,Krakow,50.08411987028445,19.998484911387347,dairy,63,-1,-1.0,-1.0,-1.0,8
108,109,01.04.2024,Krakow,50.08411987028445,19.998484911387347,eggs,44,-1,-1.0,-1.0,-1.0,8
109,110,01.04.2024,Krakow,50.08411987028445,19.998484911387347,sweets,202,-1,-1.0,-1.0,-1.0,8
110,111,01.04.2024,Krakow,50.08411987028445,19.998484911387347,meat,39,-1,-1.0,-1.0,-1.0,8
111,112,01.04.2024,Krakow,50.08411987028445,19.998484911387347,cleaning_products,291,-1,-1.0,-1.0,-1.0,8
112,113,01.04.2024,Krakow,50.08411987028445,19.998484911387347,vegetables,370,-1,-1.0,-1.0,-1.0,8
113,114,01.04.2024,Krakow,50.08411987028445,19.998484911387347,fruits,294,-1,-1.0,-1.0,-1.0,8
114,115,01.04.2024,Krakow,50.08411987028445,19.998484911387347,chips,163,-1,-1.0,-1.0,-1.0,8
115,116,01.04.2024,Krakow,50.08411987028445,19.998484911387347,ice_cream,226,-1,-1.0,-1.0,-1.0,8
116,117,01.04.2024,Krakow,50.08411987028445,19.998484911387347,alcohol,83,-1,-1.0,-1.0,-1.0,8
117,118,02.04.2024,Krakow,50.068749673754766,19.90993680739393,beer,121,-1,-1.0,-1.0,-1.0,0
118,119,02.04.2024,Krakow,50.068749673754766,19.90993680739393,bread/bakery,397,-1,-1.0,-1.0,-1.0,0
119,120,02.04.2024,Krakow,50.068749673754766,19.90993680739393,beverages,431,-1,-1.0,-1.0,-1.0,0
120,121,02.04.2024,Krakow,50.068749673754766,19.90993680739393,dairy,29,-1,-1.0,-1.0,-1.0,0
121,122,02.04.2024,Krakow,50.068749673754766,19.90993680739393,eggs,41,-1,-1.0,-1.0,-1.0,0
122,123,02.04.2024,Krakow,50.068749673754766,19.90993680739393,sweets,369,-1,-1.0,-1.0,-1.0,0
123,124,02.04.2024,Krakow,50.068749673754766,19.90993680739393,meat,58,-1,-1.0,-1.0,-1.0,0
124,125,02.04.2024,Krakow,50.068749673754766,19.90993680739393,cleaning_products,284,-1,-1.0,-1.0,-1.0,0
125,126,02.04.2024,Krakow,50.068749673754766,19.90993680739393,vegetables,431,-1,-1.0,-1.0,-1.0,0
126,127,02.04.2024,Krakow,50.068749673754766,19.90993680739393,fruits,286,-1,-1.0,-1.0,-1.0,0
127,128,02.04.2024,Krakow,50.068749673754766,19.90993680739393,chips,100,-1,-1.0,-1.0,-1.0,0
128,129,02.04.2024,Krakow,50.068749673754766,19.90993680739393,ice_cream,171,-1,-1.0,-1.0,-1.0,0
129,130,02.04.2024,Krakow,50.068749673754766,19.90993680739393,alcohol,156,-1,-1.0,-1.0,-1.0,0
130,131,02.04.2024,Krakow,50.07587092194372,19.931398629767745,beer,162,-1,-1.0,-1.0,-1.0,1
131,132,02.04.2024,Krakow,50.07587092194372,19.931398629767745,bread/bakery,341,-1,-1.0,-1.0,-1.0,1
132,133,02.04.2024,Krakow,50.07587092194372,19.931398629767745,beverages,401,-1,-1.0,-1.0,-1.0,1
133,134,02.04.2024,Krakow,50.07587092194372,19.931398629767745,dairy,41,-1,-1.0,-1.0,-1.0,1
134,135,02.04.2024,Krakow,50.07587092194372,19.931398629767745,eggs,51,-1,-1.0,-1.0,-1.0,1
135,136,02.04.2024,Krakow,50.07587092194372,19.931398629767745,sweets,247,-1,-1.0,-1.0,-1.0,1
136,137,02.04.2024,Krakow,50.07587092194372,19.931398629767745,meat,43,-1,-1.0,-1.0,-1.0,1
137,138,02.04.2024,Krakow,50.07587092194372,19.931398629767745,cleaning_products,223,-1,-1.0,-1.0,-1.0,1
138,139,02.04.2024,Krakow,50.07587092194372,19.931398629767745,vegetables,300,-1,-1.0,-1.0,-1.0,1
139,140,02.04.2024,Krakow,50.07587092194372,19.931398629767745,fruits,237,-1,-1.0,-1.0,-1.0,1
140,141,02.04.2024,Krakow,50.07587092194372,19.931398629767745,chips,182,-1,-1.0,-1.0,-1.0,1
141,142,02.04.2024,Krakow,50.07587092194372,19.931398629767745,ice_cream,246,-1,-1.0,-1.0,-1.0,1
142,143,02.04.2024,Krakow,50.07587092194372,19.931398629767745,alcohol,112,-1,-1.0,-1.0,-1.0,1
143,144,02.04.2024,Krakow,50.066587544336336,19.9864214655028,beer,166,-1,-1.0,-1.0,-1.0,2
144,145,02.04.2024,Krakow,50.066587544336336,19.9864214655028,bread/bakery,223,-1,-1.0,-1.0,-1.0,2
145,146,02.04.2024,Krakow,50.066587544336336,19.9864214655028,beverages,396,-1,-1.0,-1.0,-1.0,2
146,147,02.04.2024,Krakow,50.066587544336336,19.9864214655028,dairy,53,-1,-1.0,-1.0,-1.0,2
147,148,02.04.2024,Krakow,50.066587544336336,19.9864214655028,eggs,44,-1,-1.0,-1.0,-1.0,2
148,149,02.04.2024,Krakow,50.066587544336336,19.9864214655028,sweets,366,-1,-1.0,-1.0,-1.0,2
149,150,02.04.2024,Krakow,50.066587544336336,19.9864214655028,meat,40,-1,-1.0,-1.0,-1.0,2
150,151,02.04.2024,Krakow,50.066587544336336,19.9864214655028,cleaning_products,277,-1,-1.0,-1.0,-1.0,2
151,152,02.04.2024,Krakow,50.066587544336336,19.9864214655028,vegetables,449,-1,-1.0,-1.0,-1.0,2
152,153,02.04.2024,Krakow,50.066587544336336,19.9864214655028,fruits,374,-1,-1.0,-1.0,-1.0,2
153,154,02.04.2024,Krakow,50.066587544336336,19.9864214655028,chips,114,-1,-1.0,-1.0,-1.0,2
154,155,02.04.2024,Krakow,50.066587544336336,19.9864214655028,ice_cream,200,-1,-1.0,-1.0,-1.0,2
155,156,02.04.2024,Krakow,50.066587544336336,19.9864214655028,alcohol,137,-1,-1.0,-1.0,-1.0,2
156,157,02.04.2024,Krakow,50.059562,19.944928,beer,149,-1,-1.0,-1.0,-1.0,3
157,158,02.04.2024,Krakow,50.059562,19.944928,bread/bakery,472,-1,-1.0,-1.0,-1.0,3
158,159,02.04.2024,Krakow,50.059562,19.944928,beverages,450,-1,-1.0,-1.0,-1.0,3
159,160,02.04.2024,Krakow,50.059562,19.944928,dairy,43,-1,-1.0,-1.0,-1.0,3
160,161,02.04.2024,Krakow,50.059562,19.944928,eggs,65,-1,-1.0,-1.0,-1.0,3
161,162,02.04.2024,Krakow,50.059562,19.944928,sweets,384,-1,-1.0,-1.0,-1.0,3
162,163,02.04.2024,Krakow,50.059562,19.944928,meat,68,-1,-1.0,-1.0,-1.0,3
163,164,02.04.2024,Krakow,50.059562,19.944928,cleaning_products,139,-1,-1.0,-1.0,-1.0,3
164,165,02.04.2024,Krakow,50.059562,19.944928,vegetables,474,-1,-1.0,-1.0,-1.0,3
165,166,02.04.2024,Krakow,50.059562,19.944928,fruits,291,-1,-1.0,-1.0,-1.0,3
166,167,02.04.2024,Krakow,50.059562,19.944928,chips,193,-1,-1.0,-1.0,-1.0,3
167,168,02.04.2024,Krakow,50.059562,19.944928,ice_cream,210,-1,-1.0,-1.0,-1.0,3
168,169,02.04.2024,Krakow,50.059562,19.944928,alcohol,89,-1,-1.0,-1.0,-1.0,3
169,170,02.04.2024,Krakow,50.052401,19.928392,beer,169,-1,-1.0,-1.0,-1.0,4
170,171,02.04.2024,Krakow,50.052401,19.928392,bread/bakery,496,-1,-1.0,-1.0,-1.0,4
171,172,02.04.2024,Krakow,50.052401,19.928392,beverages,328,-1,-1.0,-1.0,-1.0,4
172,173,02.04.2024,Krakow,50.052401,19.928392,dairy,69,-1,-1.0,-1.0,-1.0,4
173,174,02.04.2024,Krakow,50.052401,19.928392,eggs,70,-1,-1.0,-1.0,-1.0,4
174,175,02.04.2024,Krakow,50.052401,19.928392,sweets,258,-1,-1.0,-1.0,-1.0,4
175,176,02.04.2024,Krakow,50.052401,19.928392,meat,22,-1,-1.0,-1.0,-1.0,4
176,177,02.04.2024,Krakow,50.052401,19.928392,cleaning_products,223,-1,-1.0,-1.0,-1.0,4
177,178,02.04.2024,Krakow,50.052401,19.928392,vegetables,497,-1,-1.0,-1.0,-1.0,4
178,179,02.04.2024,Krakow,50.052401,19.928392,fruits,215,-1,-1.0,-1.0,-1.0,4
179,180,02.04.2024,Krakow,50.052401,19.928392,chips,148,-1,-1.0,-1.0,-1.0,4
180,181,02.04.2024,Krakow,50.052401,19.928392,ice_cream,171,-1,-1.0,-1.0,-1.0,4
181,182,02.04.2024,Krakow,50.052401,19.928392,alcohol,92,-1,-1.0,-1.0,-1.0,4
182,183,02.04.2024,Krakow,50.06534876399249,19.93232669200492,beer,181,-1,-1.0,-1.0,-1.0,5
183,184,02.04.2024,Krakow,50.06534876399249,19.93232669200492,bread/bakery,416,-1,-1.0,-1.0,-1.0,5
184,185,02.04.2024,Krakow,50.06534876399249,19.93232669200492,beverages,316,-1,-1.0,-1.0,-1.0,5
185,186,02.04.2024,Krakow,50.06534876399249,19.93232669200492,dairy,52,-1,-1.0,-1.0,-1.0,5
186,187,02.04.2024,Krakow,50.06534876399249,19.93232669200492,eggs,26,-1,-1.0,-1.0,-1.0,5
187,188,02.04.2024,Krakow,50.06534876399249,19.93232669200492,sweets,318,-1,-1.0,-1.0,-1.0,5
188,189,02.04.2024,Krakow,50.06534876399249,19.93232669200492,meat,37,-1,-1.0,-1.0,-1.0,5
189,190,02.04.2024,Krakow,50.06534876399249,19.93232669200492,cleaning_products,101,-1,-1.0,-1.0,-1.0,5
190,191,02.04.2024,Krakow,50.06534876399249,19.93232669200492,vegetables,497,-1,-1.0,-1.0,-1.0,5
191,192,02.04.2024,Krakow,50.06534876399249,19.93232669200492,fruits,274,-1,-1.0,-1.0,-1.0,5
192,193,02.04.2024,Krakow,50.06534876399249,19.93232669200492,chips,177,-1,-1.0,-1.0,-1.0,5
193,194,02.04.2024,Krakow,50.06534876399249,19.93232669200492,ice_cream,210,-1,-1.0,-1.0,-1.0,5
194,195,02.04.2024,Krakow,50.06534876399249,19.93232669200492,alcohol,103,-1,-1.0,-1.0,-1.0,5
195,196,02.04.2024,Krakow,50.06117699958193,19.931546069349587,beer,130,-1,-1.0,-1.0,-1.0,6
196,197,02.04.2024,Krakow,50.06117699958193,19.931546069349587,bread/bakery,470,-1,-1.0,-1.0,-1.0,6
197,198,02.04.2024,Krakow,50.06117699958193,19.931546069349587,beverages,488,-1,-1.0,-1.0,-1.0,6
198,199,02.04.2024,Krakow,50.06117699958193,19.931546069349587,dairy,44,-1,-1.0,-1.0,-1.0,6
199,200,02.04.2024,Krakow,50.06117699958193,19.931546069349587,eggs,46,-1,-1.0,-1.0,-1.0,6
200,201,02.04.2024,Krakow,50.06117699958193,19.931546069349587,sweets,273,-1,-1.0,-1.0,-1.0,6
201,202,02.04.2024,Krakow,50.06117699958193,19.931546069349587,meat,54,-1,-1.0,-1.0,-1.0,6
202,203,02.04.2024,Krakow,50.06117699958193,19.931546069349587,cleaning_products,265,-1,-1.0,-1.0,-1.0,6
203,204,02.04.2024,Krakow,50.06117699958193,19.931546069349587,vegetables,446,-1,-1.0,-1.0,-1.0,6
204,205,02.04.2024,Krakow,50.06117699958193,19.931546069349587,fruits,285,-1,-1.0,-1.0,-1.0,6
205,206,02.04.2024,Krakow,50.06117699958193,19.931546069349587,chips,119,-1,-1.0,-1.0,-1.0,6
206,207,02.04.2024,Krakow,50.06117699958193,19.931546069349587,ice_cream,245,-1,-1.0,-1.0,-1.0,6
207,208,02.04.2024,Krakow,50.06117699958193,19.931546069349587,alcohol,81,-1,-1.0,-1.0,-1.0,6
208,209,02.04.2024,Krakow,50.07869044246752,19.948764088021026,beer,105,-1,-1.0,-1.0,-1.0,7
209,210,02.04.2024,Krakow,50.07869044246752,19.948764088021026,bread/bakery,285,-1,-1.0,-1.0,-1.0,7
210,211,02.04.2024,Krakow,50.07869044246752,19.948764088021026,beverages,426,-1,-1.0,-1.0,-1.0,7
211,212,02.04.2024,Krakow,50.07869044246752,19.948764088021026,dairy,67,-1,-1.0,-1.0,-1.0,7
212,213,02.04.2024,Krakow,50.07869044246752,19.948764088021026,eggs,52,-1,-1.0,-1.0,-1.0,7
213,214,02.04.2024,Krakow,50.07869044246752,19.948764088021026,sweets,296,-1,-1.0,-1.0,-1.0,7
214,215,02.04.2024,Krakow,50.07869044246752,19.948764088021026,meat,66,-1,-1.0,-1.0,-1.0,7
215,216,02.04.2024,Krakow,50.07869044246752,19.948764088021026,cleaning_products,171,-1,-1.0,-1.0,-1.0,7
216,217,02.04.2024,Krakow,50.07869044246752,19.948764088021026,vegetables,427,-1,-1.0,-1.0,-1.0,7
217,218,02.04.2024,Krakow,50.07869044246752,19.948764088021026,fruits,383,-1,-1.0,-1.0,-1.0,7
218,219,02.04.2024,Krakow,50.07869044246752,19.948764088021026,chips,154,-1,-1.0,-1.0,-1.0,7
219,220,02.04.2024,Krakow,50.07869044246752,19.948764088021026,ice_cream,197,-1,-1.0,-1.0,-1.0,7
220,221,02.04.2024,Krakow,50.07869044246752,19.948764088021026,alcohol,156,-1,-1.0,-1.0,-1.0,7
221,222,02.04.2024,Krakow,50.08411987028445,19.998484911387347,beer,142,-1,-1.0,-1.0,-1.0,8
222,223,02.04.2024,Krakow,50.08411987028445,19.998484911387347,bread/bakery,275,-1,-1.0,-1.0,-1.0,8
223,224,02.04.2024,Krakow,50.08411987028445,19.998484911387347,beverages,487,-1,-1.0,-1.0,-1.0,8
224,225,02.04.2024,Krakow,50.08411987028445,19.998484911387347,dairy,57,-1,-1.0,-1.0,-1.0,8
225,226,02.04.2024,Krakow,50.08411987028445,19.998484911387347,eggs,29,-1,-1.0,-1.0,-1.0,8
226,227,02.04.2024,Krakow,50.08411987028445,19.998484911387347,sweets,323,-1,-1.0,-1.0,-1.0,8
227,228,02.04.2024,Krakow,50.08411987028445,19.998484911387347,meat,22,-1,-1.0,-1.0,-1.0,8
228,229,02.04.2024,Krakow,50.08411987028445,19.998484911387347,cleaning_products,205,-1,-1.0,-1.0,-1.0,8
229,230,02.04.2024,Krakow,50.08411987028445,19.998484911387347,vegetables,332,-1,-1.0,-1.0,-1.0,8
230,231,02.04.2024,Krakow,50.08411987028445,19.998484911387347,fruits,244,-1,-1.0,-1.0,-1.0,8
231,232,02.04.2024,Krakow,50.08411987028445,19.998484911387347,chips,195,-1,-1.0,-1.0,-1.0,8
232,233,02.04.2024,Krakow,50.08411987028445,19.998484911387347,ice_cream,247,-1,-1.0,-1.0,-1.0,8
233,234,02.04.2024,Krakow,50.08411987028445,19.998484911387347,alcohol,110,-1,-1.0,-1.0,-1.0,8
234,235,03.04.2024,Krakow,50.068749673754766,19.90993680739393,beer,112,-1,-1.0,-1.0,-1.0,0
235,236,03.04.2024,Krakow,50.068749673754766,19.90993680739393,bread/bakery,431,-1,-1.0,-1.0,-1.0,0
236,237,03.04.2024,Krakow,50.068749673754766,19.90993680739393,beverages,472,-1,-1.0,-1.0,-1.0,0
237,238,03.04.2024,Krakow,50.068749673754766,19.90993680739393,dairy,64,-1,-1.0,-1.0,-1.0,0
238,239,03.04.2024,Krakow,50.068749673754766,19.90993680739393,eggs,40,-1,-1.0,-1.0,-1.0,0
239,240,03.04.2024,Krakow,50.068749673754766,19.90993680739393,sweets,228,-1,-1.0,-1.0,-1.0,0
240,241,03.04.2024,Krakow,50.068749673754766,19.90993680739393,meat,30,-1,-1.0,-1.0,-1.0,0
241,242,03.04.2024,Krakow,50.068749673754766,19.90993680739393,cleaning_products,297,-1,-1.0,-1.0,-1.0,0
