,Unnamed: 0,artist,link,city,date,venue,description,latitude,longitude
563,563,The HU,https://koncertyw.pl/the-hu-gliwice-arena-gliwice-12-09-2024/,Gliwice, 12.09.2024r.,Mała Arena Gliwice,"The HU powracają do Polski na dwa koncerty! Uwielbiana w Polsce mongolska grupa, która łączy klasyczne rockowe i metalowe dźwięki z folkowymi klimatami rodem z Ułan Bator, gdzie gitarowe riffy stoją w jednej linii z  dźwiękami takich instrumentów jak cuur czy morin khuur, wystąpi w PreZero Arena Gliwice, w mniejszej arenie, 12. września 2024 roku i dwa dni wcześniej w Gdyni. Poprzednie wizyty The HU praktycznie za każdym razem kończyły się sold outami, więc ciekawe jak to będzie kiedy kluby zamienią się w areny.  
 ",50.2857596,18.686099
564,564,Midnight Danger,https://koncertyw.pl/midnight-danger-warszawa-voodoo-12-09-2024/,Warszawa, 12.09.2024r.,VooDoo,,52.224318,20.9591346
565,565,Anohni and The Johnsons,https://koncertyw.pl/anohni-and-the-johnsons-poznan-park-starego-browaru-13-09-2024/,Poznań, 13.09.2024r.,other,,52.40567859999999,16.9312766
566,566,Febueder,https://koncertyw.pl/febueder-warszawa-hydrozagadka-13-09-2024/,Warszawa, 13.09.2024r.,Hydrozagadka,"Brytyjski psychodeliczno-folkowy duet Febueder na dwóch koncertach w Polsce! Anglicy nawiązujący w swojej muzyce do dokonać Folas czy Alt-J zagrają 13. września w Warszawie i dzień później we Wrocławiu. 
 Ceny biletów na warszawski koncert Febueder, który odbędzie się 13.09.2024r. zaczynają się od 90,5zł. 
 ",52.2592766,21.0369122
567,567,Solomun,https://koncertyw.pl/solomun-gdansk-stocznia-13-09-2024/,Gdańsk, 13.09.2024r.,other,,54.35202520000001,18.6466384
568,568,Orphaned Land,https://koncertyw.pl/orphaned-land-krakow-zascianek-14-09-2024/,Kraków, 14.09.2024r.,Zaścianek,,50.0546571,19.9031502
569,569,Parov Stelar,https://koncertyw.pl/parov-stelar-poznan-scena-plenerowa-14-09-2024/,Poznań, 14.09.2024r.,other,,52.40567859999999,16.9312766
570,570,Febueder,https://koncertyw.pl/febueder-wroclaw-lacznik-14-09-2024/,Wrocław, 14.09.2024r.,other,"Brytyjski psychodeliczno-folkowy duet Febueder na dwóch koncertach w Polsce! Anglicy nawiązujący w swojej muzyce do dokonać Folas czy Alt-J zagrają 14. września we Wrocławiu i dzień wcześniej w Warszawie. 
 Ceny biletów na wrocławski koncert Febueder, który odbędzie się 14.09.2024r. zaczynają się od 90,5zł. 
 ",51.10929480000001,17.0386019
571,571,Avi Kaplan,https://koncertyw.pl/avi-kaplan-warszawa-progresja-14-09-2024/,Warszawa, 14.09.2024r.,Progresja,,52.2248057,20.9288555
572,572,Postmodern Jukebox,https://koncertyw.pl/postmodern-jukebox-warszawa-palladium-15-09-2024/,Warszawa, 15.09.2024r.,Palladium,,52.232746,21.0117418
573,573,Orphaned Land,https://koncertyw.pl/orphaned-land-warszawa-hydrozagadka-15-09-2024/,Warszawa, 15.09.2024r.,Hydrozagadka,,52.2592766,21.0369122
574,574,The Ocean,https://koncertyw.pl/the-ocean-krakow-kwadrat-15-09-2024/,Kraków, 15.09.2024r.,Kwadrat,"Niemiecki zespół The Ocean zawita do Polski na swojej trasie koncertowej i zagra w krakowskim Kwadracie 15. września 2024 roku! The Ocean to mieszanka sludge’u i prog metalu, która melodyjne granie podsyca energicznymi występami 
 Sprzedaż biletów na krakowski koncert The Ocean rozpocznie się 8. maja o godzinie 10, a ceny wejściówek zaczynają się od 109zł plus opłata serwisowa. 
 ",50.0839039,19.9964117
575,575,Postmodern Jukebox,https://koncertyw.pl/postmodern-jukebox-poznan-b17-17-09-2024/,Poznań, 17.09.2024r.,B17,,52.3970819,16.8592685
576,576,Andrew Cushin,https://koncertyw.pl/andrew-cushin-warszawa-hydrozagadka-17-09-2024/,Warszawa, 17.09.2024r.,Hydrozagadka,,52.2592766,21.0369122
577,577,Mudhoney,https://koncertyw.pl/mudhoney-warszawa-proxima-20-09-2024/,Warszawa, 20.09.2024r.,Proxima,"21.30 - Mudhoney 
 Mudhoney, legendarna kapela z Seattle, która jest uważana za jednych z pionierów tego, co potem tak wszyscy chętnie nazywali grungem zagra koncert w Warszawie w klubie Proxima już 20. września 2024 roku. Jeśli ktoś lubi brudną muzykę gitarową z przełomu lat 80. i 90. to po prostu musi na tym koncercie się pojawić. 
 Bilety na warszawski koncert Mudhoney są już w sprzedaży. Wejściówka na jedyny koncert Mudhoney kosztuje od 169,5zł. Do tej kwoty może zostać doliczona opłata serwisowa. 
 ",52.2126354,20.9872177
578,578,Marcus & Martinus,https://koncertyw.pl/marcus-martinus-warszawa-progresja-20-09-2024/,Warszawa, 20.09.2024r.,Progresja,"Marcus & Martinus zagrają też we Wrocławiu 
 Marcus & Martinus zagrają koncert w Polsce 20. września 2024 roku! Skandynawowie odwiedzą Progresje w Warszawie.  
 Poznaliśmy też ceny wejściówek na koncert Marcus & Martinus w Polsce. Ceny biletów zaczynają się od 180zł, a wejściówki są już w sprzedaży! 
 ",52.2248057,20.9288555
579,579,Clan Of Xymox,https://koncertyw.pl/clan-of-xymox-wroclaw-stary-klasztor-21-09-2024/,Wrocław, 21.09.2024r.,Stary Klasztor,,51.1102567,17.0395908
580,580,Artemas,https://koncertyw.pl/artemas-warszawa-stodola-21-09-2024/,Warszawa, 21.09.2024r.,Stodoła,"20.00 – Artemas 
 ",52.211588,21.010216
581,581,Aurora,https://koncertyw.pl/aurora-krakow-tauron-arena-23-09-2024/,Kraków, 23.09.2024r.,Tauron Arena,"20.30 - Aurora 
 ",50.0677147,19.9913921
582,582,Bambie Thug,https://koncertyw.pl/bambie-thug-poznan-tama-23-09-2024/,Poznań, 23.09.2024r.,Tama,,52.4024416,16.9223058
583,583,Aurora,https://koncertyw.pl/aurora-warszawa-torwar-24-09-2024/,Warszawa, 24.09.2024r.,Torwar,"20.30 - Aurora 
 ",52.2296756,21.0122287
584,584,Visions of Atlantis,https://koncertyw.pl/visions-of-atlantis-warszawa-hydrozagadka-24-09-2024/,Warszawa, 24.09.2024r.,Proxima,,52.2126354,20.9872177
585,585,Bambie Thug,https://koncertyw.pl/bambie-thug-warszawa-niebo-24-09-2024/,Warszawa, 24.09.2024r.,Niebo,,52.232359,21.018221
586,586,girl in red,https://koncertyw.pl/girl-in-red-warszawa-torwar-25-09-2024/,Warszawa, 25.09.2024r.,Torwar,"21.00 - girl in red 
 Ceny biletów na koncert girl in red w Torwarze to wydatek między 150zł a 250zł, w przypadku trybun oraz 199zł, jeśli chcemy oglądać koncert z płyty hali.  
 ",52.2296756,21.0122287
587,587,The Kiffness,https://koncertyw.pl/the-kiffness-warszawa-progresja-26-09-2024/,Warszawa, 26.09.2024r.,Progresja,"20.30 – The Kiffness 
 The Kiffness, solowy projekt Davida Scotta, na dwóch koncertach w Polsce! The Kiffness możecie zobaczyć 26. września 2024 roku w Warszawie w Progresji i dzień później w krakowskim Kwadracie. 
 Ceny biletów na warszawski koncert The Kiffness zaczynają się od 136,09zł za bilety w pierwszej puli oraz 157,2zł za te w drugiej puli. Bilety są już w sprzedaży 
 ",52.2248057,20.9288555
588,588,Pretenders,https://koncertyw.pl/pretenders-warszawa-stodola-18-03-2024/,Warszawa, 27.09.2024r.,Stodoła,"20.00 - Pretenders 
 ",52.211588,21.010216
589,589,The Kiffness,https://koncertyw.pl/the-kiffness-krakow-kwdarat-27-09-2024/,Kraków, 27.09.2024r.,Kwadrat,"The Kiffness, solowy projekt Davida Scotta, na dwóch koncertach w Polsce! The Kiffness możecie zobaczyć 27. września 2024 roku w Krakowie w klubie Kwadrat i dzień wcześniej w Warszawie. 
 Ceny biletów na krakowski koncert The Kiffness zaczynają się od 136,09zł za bilety w pierwszej puli oraz 157,2zł za te w drugiej puli. Bilety są już w sprzedaży 
 ",50.0839039,19.9964117
590,590,Rotting Christ,https://koncertyw.pl/rotting-christ-warszawa-proxima-28-09-2024/,Warszawa, 28.09.2024r.,Proxima,,52.2126354,20.9872177
591,591,Dog Eat Dog,https://koncertyw.pl/dog-eat-dog-warszawa-progresja-28-09-2024/,Warszawa, 28.09.2024r.,Progresja,"Uwielbiani w Polsce Dog Eat Dog wracają do Polski po ostatniej wrocławskiej wizycie, na kolejne koncerty. Amerykanie zagrają 28. września w Warszawie w Progresji oraz dzień później we Wrocławiu. Dog Eat Dog na tej trasie będą świętować trzydziestolecie kultowego „All Boro Kings”. 
 ",52.2248057,20.9288555
592,592,Xzibit,https://koncertyw.pl/xzibit-warszawa-progresja-29-09-2024/,Warszawa, 29.09.2024r.,Progresja,,52.2248057,20.9288555
593,593,Rotting Christ,https://koncertyw.pl/rotting-christ-krakow-hype-park-29-09-2024/,Kraków, 29.09.2024r.,Hype Park,,50.0776878,19.9435427
594,594,Dog Eat Dog,https://koncertyw.pl/dog-eat-dog-wroclaw-a2-29-09-2024/,Wrocław, 29.09.2024r.,A2,"Uwielbiani w Polsce Dog Eat Dog wracają do Polski po ostatniej wrocławskiej wizycie, na kolejne koncerty. Amerykanie zagrają 29. września w A2 we Wrocławiu i dzień wcześniej w Warszawie. Dog Eat Dog na tej trasie będą świętować trzydziestolecie kultowego „All Boro Kings”. 
 ",51.1084385,17.001901
595,595,Northlane,https://koncertyw.pl/northlane-warszawa-proxima-30-09-2024/,Warszawa, 30.09.2024r.,Proxima,,52.2126354,20.9872177
596,596,Męskie Granie 2024,https://koncertyw.pl/meskie-granie-2024/,other,other,other,"Wiemy już kiedy pojawią się bilety na kolejną edycję! Bilety na Męskie Granie 2024 w przedsprzedaży na Allegro pojawią się 6. lutego i dzień później na platformie eBilet. 
 ",51.919438,19.145136
