Unnamed: 0.1,Unnamed: 0,id,date,city,store_localisation_x,store_localisation_y,product,quantity,event_ID,is_event,min_people,max_people
21,21,22,01.04.2024,Krakow,50.07587092194372,19.931398629767745,vegetables,344,-1,-1.0,-1.0,-1.0
22,22,23,01.04.2024,Krakow,50.07587092194372,19.931398629767745,fruits,246,-1,-1.0,-1.0,-1.0
23,23,24,01.04.2024,Krakow,50.07587092194372,19.931398629767745,chips,165,-1,-1.0,-1.0,-1.0
24,24,25,01.04.2024,Krakow,50.07587092194372,19.931398629767745,ice_cream,189,-1,-1.0,-1.0,-1.0
25,25,26,01.04.2024,Krakow,50.07587092194372,19.931398629767745,alcohol,87,-1,-1.0,-1.0,-1.0
26,26,27,01.04.2024,Krakow,50.066587544336336,19.9864214655028,beer,134,-1,-1.0,-1.0,-1.0
27,27,28,01.04.2024,Krakow,50.066587544336336,19.9864214655028,bread/bakery,322,-1,-1.0,-1.0,-1.0
28,28,29,01.04.2024,Krakow,50.066587544336336,19.9864214655028,beverages,365,-1,-1.0,-1.0,-1.0
29,29,30,01.04.2024,Krakow,50.066587544336336,19.9864214655028,dairy,54,-1,-1.0,-1.0,-1.0
30,30,31,01.04.2024,Krakow,50.066587544336336,19.9864214655028,eggs,65,-1,-1.0,-1.0,-1.0
31,31,32,01.04.2024,Krakow,50.066587544336336,19.9864214655028,sweets,222,-1,-1.0,-1.0,-1.0
32,32,33,01.04.2024,Krakow,50.066587544336336,19.9864214655028,meat,34,-1,-1.0,-1.0,-1.0
33,33,34,01.04.2024,Krakow,50.066587544336336,19.9864214655028,cleaning_products,275,-1,-1.0,-1.0,-1.0
34,34,35,01.04.2024,Krakow,50.066587544336336,19.9864214655028,vegetables,364,-1,-1.0,-1.0,-1.0
35,35,36,01.04.2024,Krakow,50.066587544336336,19.9864214655028,fruits,251,-1,-1.0,-1.0,-1.0
36,36,37,01.04.2024,Krakow,50.066587544336336,19.9864214655028,chips,147,-1,-1.0,-1.0,-1.0
37,37,38,01.04.2024,Krakow,50.066587544336336,19.9864214655028,ice_cream,222,-1,-1.0,-1.0,-1.0
38,38,39,01.04.2024,Krakow,50.066587544336336,19.9864214655028,alcohol,138,-1,-1.0,-1.0,-1.0
39,39,40,01.04.2024,Krakow,50.059562,19.944928,beer,109,-1,-1.0,-1.0,-1.0
40,40,41,01.04.2024,Krakow,50.059562,19.944928,bread/bakery,216,-1,-1.0,-1.0,-1.0
41,41,42,01.04.2024,Krakow,50.059562,19.944928,beverages,395,-1,-1.0,-1.0,-1.0
42,42,43,01.04.2024,Krakow,50.059562,19.944928,dairy,27,-1,-1.0,-1.0,-1.0
43,43,44,01.04.2024,Krakow,50.059562,19.944928,eggs,54,-1,-1.0,-1.0,-1.0
44,44,45,01.04.2024,Krakow,50.059562,19.944928,sweets,360,-1,-1.0,-1.0,-1.0
45,45,46,01.04.2024,Krakow,50.059562,19.944928,meat,41,-1,-1.0,-1.0,-1.0
46,46,47,01.04.2024,Krakow,50.059562,19.944928,cleaning_products,240,-1,-1.0,-1.0,-1.0
47,47,48,01.04.2024,Krakow,50.059562,19.944928,vegetables,305,-1,-1.0,-1.0,-1.0
48,48,49,01.04.2024,Krakow,50.059562,19.944928,fruits,224,-1,-1.0,-1.0,-1.0
49,49,50,01.04.2024,Krakow,50.059562,19.944928,chips,130,-1,-1.0,-1.0,-1.0
50,50,51,01.04.2024,Krakow,50.059562,19.944928,ice_cream,211,-1,-1.0,-1.0,-1.0
51,51,52,01.04.2024,Krakow,50.059562,19.944928,alcohol,124,-1,-1.0,-1.0,-1.0
52,52,53,01.04.2024,Krakow,50.052401,19.928392,beer,114,-1,-1.0,-1.0,-1.0
53,53,54,01.04.2024,Krakow,50.052401,19.928392,bread/bakery,352,-1,-1.0,-1.0,-1.0
54,54,55,01.04.2024,Krakow,50.052401,19.928392,beverages,348,-1,-1.0,-1.0,-1.0
55,55,56,01.04.2024,Krakow,50.052401,19.928392,dairy,44,-1,-1.0,-1.0,-1.0
56,56,57,01.04.2024,Krakow,50.052401,19.928392,eggs,65,-1,-1.0,-1.0,-1.0
57,57,58,01.04.2024,Krakow,50.052401,19.928392,sweets,320,-1,-1.0,-1.0,-1.0
58,58,59,01.04.2024,Krakow,50.052401,19.928392,meat,33,-1,-1.0,-1.0,-1.0
59,59,60,01.04.2024,Krakow,50.052401,19.928392,cleaning_products,135,-1,-1.0,-1.0,-1.0
60,60,61,01.04.2024,Krakow,50.052401,19.928392,vegetables,426,-1,-1.0,-1.0,-1.0
61,61,62,01.04.2024,Krakow,50.052401,19.928392,fruits,307,-1,-1.0,-1.0,-1.0
62,62,63,01.04.2024,Krakow,50.052401,19.928392,chips,186,-1,-1.0,-1.0,-1.0
63,63,64,01.04.2024,Krakow,50.052401,19.928392,ice_cream,196,-1,-1.0,-1.0,-1.0
64,64,65,01.04.2024,Krakow,50.052401,19.928392,alcohol,99,-1,-1.0,-1.0,-1.0
65,65,66,01.04.2024,Krakow,50.06534876399249,19.93232669200492,beer,112,-1,-1.0,-1.0,-1.0
66,66,67,01.04.2024,Krakow,50.06534876399249,19.93232669200492,bread/bakery,222,-1,-1.0,-1.0,-1.0
67,67,68,01.04.2024,Krakow,50.06534876399249,19.93232669200492,beverages,455,-1,-1.0,-1.0,-1.0
68,68,69,01.04.2024,Krakow,50.06534876399249,19.93232669200492,dairy,55,-1,-1.0,-1.0,-1.0
69,69,70,01.04.2024,Krakow,50.06534876399249,19.93232669200492,eggs,23,-1,-1.0,-1.0,-1.0
70,70,71,01.04.2024,Krakow,50.06534876399249,19.93232669200492,sweets,258,-1,-1.0,-1.0,-1.0
71,71,72,01.04.2024,Krakow,50.06534876399249,19.93232669200492,meat,41,-1,-1.0,-1.0,-1.0
72,72,73,01.04.2024,Krakow,50.06534876399249,19.93232669200492,cleaning_products,273,-1,-1.0,-1.0,-1.0
73,73,74,01.04.2024,Krakow,50.06534876399249,19.93232669200492,vegetables,320,-1,-1.0,-1.0,-1.0
74,74,75,01.04.2024,Krakow,50.06534876399249,19.93232669200492,fruits,372,-1,-1.0,-1.0,-1.0
75,75,76,01.04.2024,Krakow,50.06534876399249,19.93232669200492,chips,136,-1,-1.0,-1.0,-1.0
76,76,77,01.04.2024,Krakow,50.06534876399249,19.93232669200492,ice_cream,182,-1,-1.0,-1.0,-1.0
77,77,78,01.04.2024,Krakow,50.06534876399249,19.93232669200492,alcohol,93,-1,-1.0,-1.0,-1.0
78,78,79,01.04.2024,Krakow,50.06117699958193,19.931546069349587,beer,107,-1,-1.0,-1.0,-1.0
79,79,80,01.04.2024,Krakow,50.06117699958193,19.931546069349587,bread/bakery,417,-1,-1.0,-1.0,-1.0
80,80,81,01.04.2024,Krakow,50.06117699958193,19.931546069349587,beverages,447,-1,-1.0,-1.0,-1.0
81,81,82,01.04.2024,Krakow,50.06117699958193,19.931546069349587,dairy,63,-1,-1.0,-1.0,-1.0
82,82,83,01.04.2024,Krakow,50.06117699958193,19.931546069349587,eggs,46,-1,-1.0,-1.0,-1.0
83,83,84,01.04.2024,Krakow,50.06117699958193,19.931546069349587,sweets,227,-1,-1.0,-1.0,-1.0
84,84,85,01.04.2024,Krakow,50.06117699958193,19.931546069349587,meat,61,-1,-1.0,-1.0,-1.0
85,85,86,01.04.2024,Krakow,50.06117699958193,19.931546069349587,cleaning_products,296,-1,-1.0,-1.0,-1.0
86,86,87,01.04.2024,Krakow,50.06117699958193,19.931546069349587,vegetables,363,-1,-1.0,-1.0,-1.0
87,87,88,01.04.2024,Krakow,50.06117699958193,19.931546069349587,fruits,301,-1,-1.0,-1.0,-1.0
88,88,89,01.04.2024,Krakow,50.06117699958193,19.931546069349587,chips,131,-1,-1.0,-1.0,-1.0
89,89,90,01.04.2024,Krakow,50.06117699958193,19.931546069349587,ice_cream,228,-1,-1.0,-1.0,-1.0
90,90,91,01.04.2024,Krakow,50.06117699958193,19.931546069349587,alcohol,110,-1,-1.0,-1.0,-1.0
91,91,92,01.04.2024,Krakow,50.07869044246752,19.948764088021026,beer,159,-1,-1.0,-1.0,-1.0
92,92,93,01.04.2024,Krakow,50.07869044246752,19.948764088021026,bread/bakery,319,-1,-1.0,-1.0,-1.0
93,93,94,01.04.2024,Krakow,50.07869044246752,19.948764088021026,beverages,494,-1,-1.0,-1.0,-1.0
94,94,95,01.04.2024,Krakow,50.07869044246752,19.948764088021026,dairy,40,-1,-1.0,-1.0,-1.0
95,95,96,01.04.2024,Krakow,50.07869044246752,19.948764088021026,eggs,20,-1,-1.0,-1.0,-1.0
96,96,97,01.04.2024,Krakow,50.07869044246752,19.948764088021026,sweets,314,-1,-1.0,-1.0,-1.0
97,97,98,01.04.2024,Krakow,50.07869044246752,19.948764088021026,meat,61,-1,-1.0,-1.0,-1.0
98,98,99,01.04.2024,Krakow,50.07869044246752,19.948764088021026,cleaning_products,236,-1,-1.0,-1.0,-1.0
99,99,100,01.04.2024,Krakow,50.07869044246752,19.948764088021026,vegetables,392,-1,-1.0,-1.0,-1.0
100,100,101,01.04.2024,Krakow,50.07869044246752,19.948764088021026,fruits,307,-1,-1.0,-1.0,-1.0
101,101,102,01.04.2024,Krakow,50.07869044246752,19.948764088021026,chips,143,-1,-1.0,-1.0,-1.0
102,102,103,01.04.2024,Krakow,50.07869044246752,19.948764088021026,ice_cream,233,-1,-1.0,-1.0,-1.0
103,103,104,01.04.2024,Krakow,50.07869044246752,19.948764088021026,alcohol,148,-1,-1.0,-1.0,-1.0
104,104,105,01.04.2024,Krakow,50.08411987028445,19.998484911387347,beer,170,-1,-1.0,-1.0,-1.0
105,105,106,01.04.2024,Krakow,50.08411987028445,19.998484911387347,bread/bakery,308,-1,-1.0,-1.0,-1.0
106,106,107,01.04.2024,Krakow,50.08411987028445,19.998484911387347,beverages,363,-1,-1.0,-1.0,-1.0
107,107,108,01.04.2024,Krakow,50.08411987028445,19.998484911387347,dairy,53,-1,-1.0,-1.0,-1.0
108,108,109,01.04.2024,Krakow,50.08411987028445,19.998484911387347,eggs,31,-1,-1.0,-1.0,-1.0
109,109,110,01.04.2024,Krakow,50.08411987028445,19.998484911387347,sweets,220,-1,-1.0,-1.0,-1.0
110,110,111,01.04.2024,Krakow,50.08411987028445,19.998484911387347,meat,42,-1,-1.0,-1.0,-1.0
111,111,112,01.04.2024,Krakow,50.08411987028445,19.998484911387347,cleaning_products,114,-1,-1.0,-1.0,-1.0
112,112,113,01.04.2024,Krakow,50.08411987028445,19.998484911387347,vegetables,328,-1,-1.0,-1.0,-1.0
113,113,114,01.04.2024,Krakow,50.08411987028445,19.998484911387347,fruits,237,-1,-1.0,-1.0,-1.0
114,114,115,01.04.2024,Krakow,50.08411987028445,19.998484911387347,chips,146,-1,-1.0,-1.0,-1.0
115,115,116,01.04.2024,Krakow,50.08411987028445,19.998484911387347,ice_cream,202,-1,-1.0,-1.0,-1.0
116,116,117,01.04.2024,Krakow,50.08411987028445,19.998484911387347,alcohol,135,-1,-1.0,-1.0,-1.0
117,117,118,02.04.2024,Krakow,50.068749673754766,19.90993680739393,beer,127,-1,-1.0,-1.0,-1.0
118,118,119,02.04.2024,Krakow,50.068749673754766,19.90993680739393,bread/bakery,243,-1,-1.0,-1.0,-1.0
119,119,120,02.04.2024,Krakow,50.068749673754766,19.90993680739393,beverages,302,-1,-1.0,-1.0,-1.0
120,120,121,02.04.2024,Krakow,50.068749673754766,19.90993680739393,dairy,41,-1,-1.0,-1.0,-1.0
121,121,122,02.04.2024,Krakow,50.068749673754766,19.90993680739393,eggs,40,-1,-1.0,-1.0,-1.0
122,122,123,02.04.2024,Krakow,50.068749673754766,19.90993680739393,sweets,226,-1,-1.0,-1.0,-1.0
123,123,124,02.04.2024,Krakow,50.068749673754766,19.90993680739393,meat,21,-1,-1.0,-1.0,-1.0
124,124,125,02.04.2024,Krakow,50.068749673754766,19.90993680739393,cleaning_products,141,-1,-1.0,-1.0,-1.0
125,125,126,02.04.2024,Krakow,50.068749673754766,19.90993680739393,vegetables,352,-1,-1.0,-1.0,-1.0
126,126,127,02.04.2024,Krakow,50.068749673754766,19.90993680739393,fruits,294,-1,-1.0,-1.0,-1.0
127,127,128,02.04.2024,Krakow,50.068749673754766,19.90993680739393,chips,190,-1,-1.0,-1.0,-1.0
128,128,129,02.04.2024,Krakow,50.068749673754766,19.90993680739393,ice_cream,150,-1,-1.0,-1.0,-1.0
129,129,130,02.04.2024,Krakow,50.068749673754766,19.90993680739393,alcohol,94,-1,-1.0,-1.0,-1.0
130,130,131,02.04.2024,Krakow,50.07587092194372,19.931398629767745,beer,141,-1,-1.0,-1.0,-1.0
131,131,132,02.04.2024,Krakow,50.07587092194372,19.931398629767745,bread/bakery,445,-1,-1.0,-1.0,-1.0
132,132,133,02.04.2024,Krakow,50.07587092194372,19.931398629767745,beverages,497,-1,-1.0,-1.0,-1.0
133,133,134,02.04.2024,Krakow,50.07587092194372,19.931398629767745,dairy,50,-1,-1.0,-1.0,-1.0
134,134,135,02.04.2024,Krakow,50.07587092194372,19.931398629767745,eggs,52,-1,-1.0,-1.0,-1.0
135,135,136,02.04.2024,Krakow,50.07587092194372,19.931398629767745,sweets,375,-1,-1.0,-1.0,-1.0
136,136,137,02.04.2024,Krakow,50.07587092194372,19.931398629767745,meat,33,-1,-1.0,-1.0,-1.0
137,137,138,02.04.2024,Krakow,50.07587092194372,19.931398629767745,cleaning_products,104,-1,-1.0,-1.0,-1.0
138,138,139,02.04.2024,Krakow,50.07587092194372,19.931398629767745,vegetables,478,-1,-1.0,-1.0,-1.0
139,139,140,02.04.2024,Krakow,50.07587092194372,19.931398629767745,fruits,376,-1,-1.0,-1.0,-1.0
140,140,141,02.04.2024,Krakow,50.07587092194372,19.931398629767745,chips,129,-1,-1.0,-1.0,-1.0
141,141,142,02.04.2024,Krakow,50.07587092194372,19.931398629767745,ice_cream,248,-1,-1.0,-1.0,-1.0
142,142,143,02.04.2024,Krakow,50.07587092194372,19.931398629767745,alcohol,72,-1,-1.0,-1.0,-1.0
143,143,144,02.04.2024,Krakow,50.066587544336336,19.9864214655028,beer,170,-1,-1.0,-1.0,-1.0
144,144,145,02.04.2024,Krakow,50.066587544336336,19.9864214655028,bread/bakery,367,-1,-1.0,-1.0,-1.0
145,145,146,02.04.2024,Krakow,50.066587544336336,19.9864214655028,beverages,437,-1,-1.0,-1.0,-1.0
146,146,147,02.04.2024,Krakow,50.066587544336336,19.9864214655028,dairy,27,-1,-1.0,-1.0,-1.0
147,147,148,02.04.2024,Krakow,50.066587544336336,19.9864214655028,eggs,44,-1,-1.0,-1.0,-1.0
148,148,149,02.04.2024,Krakow,50.066587544336336,19.9864214655028,sweets,331,-1,-1.0,-1.0,-1.0
149,149,150,02.04.2024,Krakow,50.066587544336336,19.9864214655028,meat,59,-1,-1.0,-1.0,-1.0
150,150,151,02.04.2024,Krakow,50.066587544336336,19.9864214655028,cleaning_products,133,-1,-1.0,-1.0,-1.0
151,151,152,02.04.2024,Krakow,50.066587544336336,19.9864214655028,vegetables,480,-1,-1.0,-1.0,-1.0
152,152,153,02.04.2024,Krakow,50.066587544336336,19.9864214655028,fruits,311,-1,-1.0,-1.0,-1.0
153,153,154,02.04.2024,Krakow,50.066587544336336,19.9864214655028,chips,142,-1,-1.0,-1.0,-1.0
154,154,155,02.04.2024,Krakow,50.066587544336336,19.9864214655028,ice_cream,176,-1,-1.0,-1.0,-1.0
155,155,156,02.04.2024,Krakow,50.066587544336336,19.9864214655028,alcohol,85,-1,-1.0,-1.0,-1.0
156,156,157,02.04.2024,Krakow,50.059562,19.944928,beer,183,-1,-1.0,-1.0,-1.0
157,157,158,02.04.2024,Krakow,50.059562,19.944928,bread/bakery,298,-1,-1.0,-1.0,-1.0
158,158,159,02.04.2024,Krakow,50.059562,19.944928,beverages,456,-1,-1.0,-1.0,-1.0
159,159,160,02.04.2024,Krakow,50.059562,19.944928,dairy,41,-1,-1.0,-1.0,-1.0
160,160,161,02.04.2024,Krakow,50.059562,19.944928,eggs,31,-1,-1.0,-1.0,-1.0
161,161,162,02.04.2024,Krakow,50.059562,19.944928,sweets,238,-1,-1.0,-1.0,-1.0
162,162,163,02.04.2024,Krakow,50.059562,19.944928,meat,61,-1,-1.0,-1.0,-1.0
163,163,164,02.04.2024,Krakow,50.059562,19.944928,cleaning_products,137,-1,-1.0,-1.0,-1.0
164,164,165,02.04.2024,Krakow,50.059562,19.944928,vegetables,417,-1,-1.0,-1.0,-1.0
165,165,166,02.04.2024,Krakow,50.059562,19.944928,fruits,375,-1,-1.0,-1.0,-1.0
166,166,167,02.04.2024,Krakow,50.059562,19.944928,chips,139,-1,-1.0,-1.0,-1.0
167,167,168,02.04.2024,Krakow,50.059562,19.944928,ice_cream,195,-1,-1.0,-1.0,-1.0
168,168,169,02.04.2024,Krakow,50.059562,19.944928,alcohol,119,-1,-1.0,-1.0,-1.0
169,169,170,02.04.2024,Krakow,50.052401,19.928392,beer,143,-1,-1.0,-1.0,-1.0
170,170,171,02.04.2024,Krakow,50.052401,19.928392,bread/bakery,357,-1,-1.0,-1.0,-1.0
171,171,172,02.04.2024,Krakow,50.052401,19.928392,beverages,416,-1,-1.0,-1.0,-1.0
172,172,173,02.04.2024,Krakow,50.052401,19.928392,dairy,70,-1,-1.0,-1.0,-1.0
173,173,174,02.04.2024,Krakow,50.052401,19.928392,eggs,21,-1,-1.0,-1.0,-1.0
174,174,175,02.04.2024,Krakow,50.052401,19.928392,sweets,260,-1,-1.0,-1.0,-1.0
175,175,176,02.04.2024,Krakow,50.052401,19.928392,meat,21,-1,-1.0,-1.0,-1.0
176,176,177,02.04.2024,Krakow,50.052401,19.928392,cleaning_products,148,-1,-1.0,-1.0,-1.0
177,177,178,02.04.2024,Krakow,50.052401,19.928392,vegetables,462,-1,-1.0,-1.0,-1.0
178,178,179,02.04.2024,Krakow,50.052401,19.928392,fruits,315,-1,-1.0,-1.0,-1.0
179,179,180,02.04.2024,Krakow,50.052401,19.928392,chips,135,-1,-1.0,-1.0,-1.0
180,180,181,02.04.2024,Krakow,50.052401,19.928392,ice_cream,169,-1,-1.0,-1.0,-1.0
181,181,182,02.04.2024,Krakow,50.052401,19.928392,alcohol,105,-1,-1.0,-1.0,-1.0
182,182,183,02.04.2024,Krakow,50.06534876399249,19.93232669200492,beer,162,-1,-1.0,-1.0,-1.0
183,183,184,02.04.2024,Krakow,50.06534876399249,19.93232669200492,bread/bakery,388,-1,-1.0,-1.0,-1.0
184,184,185,02.04.2024,Krakow,50.06534876399249,19.93232669200492,beverages,480,-1,-1.0,-1.0,-1.0
185,185,186,02.04.2024,Krakow,50.06534876399249,19.93232669200492,dairy,52,-1,-1.0,-1.0,-1.0
186,186,187,02.04.2024,Krakow,50.06534876399249,19.93232669200492,eggs,56,-1,-1.0,-1.0,-1.0
187,187,188,02.04.2024,Krakow,50.06534876399249,19.93232669200492,sweets,386,-1,-1.0,-1.0,-1.0
188,188,189,02.04.2024,Krakow,50.06534876399249,19.93232669200492,meat,48,-1,-1.0,-1.0,-1.0
189,189,190,02.04.2024,Krakow,50.06534876399249,19.93232669200492,cleaning_products,263,-1,-1.0,-1.0,-1.0
190,190,191,02.04.2024,Krakow,50.06534876399249,19.93232669200492,vegetables,483,-1,-1.0,-1.0,-1.0
191,191,192,02.04.2024,Krakow,50.06534876399249,19.93232669200492,fruits,364,-1,-1.0,-1.0,-1.0
192,192,193,02.04.2024,Krakow,50.06534876399249,19.93232669200492,chips,160,-1,-1.0,-1.0,-1.0
193,193,194,02.04.2024,Krakow,50.06534876399249,19.93232669200492,ice_cream,200,-1,-1.0,-1.0,-1.0
194,194,195,02.04.2024,Krakow,50.06534876399249,19.93232669200492,alcohol,82,-1,-1.0,-1.0,-1.0
195,195,196,02.04.2024,Krakow,50.06117699958193,19.931546069349587,beer,111,-1,-1.0,-1.0,-1.0
196,196,197,02.04.2024,Krakow,50.06117699958193,19.931546069349587,bread/bakery,409,-1,-1.0,-1.0,-1.0
197,197,198,02.04.2024,Krakow,50.06117699958193,19.931546069349587,beverages,409,-1,-1.0,-1.0,-1.0
198,198,199,02.04.2024,Krakow,50.06117699958193,19.931546069349587,dairy,49,-1,-1.0,-1.0,-1.0
199,199,200,02.04.2024,Krakow,50.06117699958193,19.931546069349587,eggs,54,-1,-1.0,-1.0,-1.0
200,200,201,02.04.2024,Krakow,50.06117699958193,19.931546069349587,sweets,259,-1,-1.0,-1.0,-1.0
201,201,202,02.04.2024,Krakow,50.06117699958193,19.931546069349587,meat,22,-1,-1.0,-1.0,-1.0
202,202,203,02.04.2024,Krakow,50.06117699958193,19.931546069349587,cleaning_products,117,-1,-1.0,-1.0,-1.0
203,203,204,02.04.2024,Krakow,50.06117699958193,19.931546069349587,vegetables,438,-1,-1.0,-1.0,-1.0
204,204,205,02.04.2024,Krakow,50.06117699958193,19.931546069349587,fruits,399,-1,-1.0,-1.0,-1.0
205,205,206,02.04.2024,Krakow,50.06117699958193,19.931546069349587,chips,194,-1,-1.0,-1.0,-1.0
206,206,207,02.04.2024,Krakow,50.06117699958193,19.931546069349587,ice_cream,197,-1,-1.0,-1.0,-1.0
207,207,208,02.04.2024,Krakow,50.06117699958193,19.931546069349587,alcohol,91,-1,-1.0,-1.0,-1.0
208,208,209,02.04.2024,Krakow,50.07869044246752,19.948764088021026,beer,135,-1,-1.0,-1.0,-1.0
209,209,210,02.04.2024,Krakow,50.07869044246752,19.948764088021026,bread/bakery,287,-1,-1.0,-1.0,-1.0
210,210,211,02.04.2024,Krakow,50.07869044246752,19.948764088021026,beverages,358,-1,-1.0,-1.0,-1.0
211,211,212,02.04.2024,Krakow,50.07869044246752,19.948764088021026,dairy,29,-1,-1.0,-1.0,-1.0
212,212,213,02.04.2024,Krakow,50.07869044246752,19.948764088021026,eggs,24,-1,-1.0,-1.0,-1.0
213,213,214,02.04.2024,Krakow,50.07869044246752,19.948764088021026,sweets,398,-1,-1.0,-1.0,-1.0
214,214,215,02.04.2024,Krakow,50.07869044246752,19.948764088021026,meat,32,-1,-1.0,-1.0,-1.0
215,215,216,02.04.2024,Krakow,50.07869044246752,19.948764088021026,cleaning_products,153,-1,-1.0,-1.0,-1.0
216,216,217,02.04.2024,Krakow,50.07869044246752,19.948764088021026,vegetables,390,-1,-1.0,-1.0,-1.0
217,217,218,02.04.2024,Krakow,50.07869044246752,19.948764088021026,fruits,391,-1,-1.0,-1.0,-1.0
218,218,219,02.04.2024,Krakow,50.07869044246752,19.948764088021026,chips,184,-1,-1.0,-1.0,-1.0
219,219,220,02.04.2024,Krakow,50.07869044246752,19.948764088021026,ice_cream,198,-1,-1.0,-1.0,-1.0
220,220,221,02.04.2024,Krakow,50.07869044246752,19.948764088021026,alcohol,88,-1,-1.0,-1.0,-1.0
221,221,222,02.04.2024,Krakow,50.08411987028445,19.998484911387347,beer,122,-1,-1.0,-1.0,-1.0
222,222,223,02.04.2024,Krakow,50.08411987028445,19.998484911387347,bread/bakery,350,-1,-1.0,-1.0,-1.0
223,223,224,02.04.2024,Krakow,50.08411987028445,19.998484911387347,beverages,422,-1,-1.0,-1.0,-1.0
224,224,225,02.04.2024,Krakow,50.08411987028445,19.998484911387347,dairy,65,-1,-1.0,-1.0,-1.0
225,225,226,02.04.2024,Krakow,50.08411987028445,19.998484911387347,eggs,63,-1,-1.0,-1.0,-1.0
226,226,227,02.04.2024,Krakow,50.08411987028445,19.998484911387347,sweets,375,-1,-1.0,-1.0,-1.0
227,227,228,02.04.2024,Krakow,50.08411987028445,19.998484911387347,meat,64,-1,-1.0,-1.0,-1.0
228,228,229,02.04.2024,Krakow,50.08411987028445,19.998484911387347,cleaning_products,167,-1,-1.0,-1.0,-1.0
229,229,230,02.04.2024,Krakow,50.08411987028445,19.998484911387347,vegetables,318,-1,-1.0,-1.0,-1.0
230,230,231,02.04.2024,Krakow,50.08411987028445,19.998484911387347,fruits,209,-1,-1.0,-1.0,-1.0
231,231,232,02.04.2024,Krakow,50.08411987028445,19.998484911387347,chips,123,-1,-1.0,-1.0,-1.0
232,232,233,02.04.2024,Krakow,50.08411987028445,19.998484911387347,ice_cream,194,-1,-1.0,-1.0,-1.0
233,233,234,02.04.2024,Krakow,50.08411987028445,19.998484911387347,alcohol,73,-1,-1.0,-1.0,-1.0
234,234,235,03.04.2024,Krakow,50.068749673754766,19.90993680739393,beer,175,-1,-1.0,-1.0,-1.0
235,235,236,03.04.2024,Krakow,50.068749673754766,19.90993680739393,bread/bakery,254,-1,-1.0,-1.0,-1.0
236,236,237,03.04.2024,Krakow,50.068749673754766,19.90993680739393,beverages,330,-1,-1.0,-1.0,-1.0
237,237,238,03.04.2024,Krakow,50.068749673754766,19.90993680739393,dairy,46,-1,-1.0,-1.0,-1.0
238,238,239,03.04.2024,Krakow,50.068749673754766,19.90993680739393,eggs,43,-1,-1.0,-1.0,-1.0
239,239,240,03.04.2024,Krakow,50.068749673754766,19.90993680739393,sweets,344,-1,-1.0,-1.0,-1.0
240,240,241,03.04.2024,Krakow,50.068749673754766,19.90993680739393,meat,59,-1,-1.0,-1.0,-1.0
241,241,242,03.04.2024,Krakow,50.068749673754766,19.90993680739393,cleaning_products,151,-1,-1.0,-1.0,-1.0
